file_name,compound_name,A,B,C,Ae,Be,Ce,De,Ee,Fe,Ge,Density,Volume,T_boil
PVAP_(3s)-3-fluoro-1-methylpyrrolidine.tab,(3s)-3-fluoro-1-methylpyrrolidine,13.99673792,3309.52345461,-45.32991952,55.11368548,-7328.70331512,0.0,0.0,-5.54264493,173700.0,-2.0,0.98170282,0.17445758,398.2175953795102
PVAP_(3s)-3-mercaptoheptyl_acetate.tab,(3s)-3-mercaptoheptyl_acetate,16.24448746,5820.36172836,-50.99484641,95.05032084,-13452.01188513,0.0,0.0,-10.6327525,297560.0,-2.0,0.9971404,0.31691418,551.621415130581
PVAP_(3s)-3-mercaptohexanal.tab,(3s)-3-mercaptohexanal,15.18264203,4428.33146566,-52.83719869,75.66773186,-10255.06228519,0.0,0.0,-8.16521345,211790.0,-2.0,0.97999755,0.2240462,472.01572947691324
PVAP_(3s)-3-mercaptohexylacetate.tab,(3s)-3-mercaptohexylacetate,15.91411374,5476.09467996,-50.91423896,89.17056124,-12566.23240335,0.0,0.0,-9.88458832,272270.0,-2.0,1.00990813,0.28984427,535.70540918888
PVAP_(3s)-3-mercaptohexylbutanoate.tab,(3s)-3-mercaptohexylbutanoate,16.50598104,6063.34210846,-50.07042634,100.3353736,-14211.62850962,0.0,0.0,-11.30642369,339450.0,-2.0,0.97900472,0.34657623,560.1244064081752
PVAP_(3s)-3-mercaptohexylhexanoate.tab,(3s)-3-mercaptohexylhexanoate,17.2221282,6847.56948918,-50.05022476,113.8663514,-16251.79051224,0.0,0.0,-13.0334493,402510.0,-2.0,0.96283072,0.40078016,593.3444844847271
"PVAP_(3s)-3-methyl-1,4-dioxacyclopentadecan-2-one.tab","(3s)-3-methyl-1,4-dioxacyclopentadecan-2-one",16.43742516,7430.60438668,-39.25023582,101.03849288,-15795.53038658,0.0,0.0,-11.39103555,407360.0,-2.0,0.9982662,0.40314028,667.945265399914
"PVAP_(3s,1'r)-homopolysantol.tab","(3s,1'r)-homopolysantol",16.02681989,5880.37505275,-65.18421079,69.88173792,-10583.58564476,0.0,0.0,-7.33622922,-159750.0,-2.0,0.87397455,0.449146,580.622866097126
"PVAP_(3s,1's)-homopolysantol.tab","(3s,1's)-homopolysantol",16.17072578,6029.79261696,-63.26990009,77.60154874,-11523.50783307,0.0,0.0,-8.35163634,-77434.94720365,-2.0,0.86772498,0.45238086,585.2217434728904
"PVAP_(3s,3ar,7ar)-winelactone.tab","(3s,3ar,7ar)-winelactone",15.22067872,6123.16678644,-39.37020288,77.70473737,-12270.57376186,0.0,0.0,-8.4173267,264100.0,-2.0,1.07477145,0.25680934,616.8996522849123
"PVAP_(3s,3ar,7as)-dillether.tab","(3s,3ar,7as)-dillether",15.06311163,4951.30345641,-40.74750403,75.65786114,-10937.22073686,0.0,0.0,-8.15958036,297420.0,-2.0,0.97396658,0.25954806,514.7933132890245
"PVAP_(3s,3ar,7as)-winelactone.tab","(3s,3ar,7as)-winelactone",15.29146658,6268.0062634,-39.83313258,78.27708727,-12453.89722559,0.0,0.0,-8.48634478,255510.0,-2.0,1.08669849,0.25399073,627.1026835259216
"PVAP_(3s,3as,7ar)-3-butylhexahydrophthalide.tab","(3s,3as,7ar)-3-butylhexahydrophthalide",15.88440544,6603.14464365,-41.48811998,90.02700163,-13891.71874695,0.0,0.0,-9.98863148,323390.0,-2.0,1.01798169,0.32018502,627.596968465462
"PVAP_(3s,3as,7ar)-dillether.tab","(3s,3as,7ar)-dillether",15.07844795,4921.49100557,-41.29346293,76.14343122,-10949.91682667,0.0,0.0,-8.22344493,298440.0,-2.0,0.96612085,0.26165581,511.7941324028654
"PVAP_(3s,3as,7ar)-winelactone.tab","(3s,3as,7ar)-winelactone",15.23286927,6229.46630372,-38.36473778,77.68470626,-12384.31664603,0.0,0.0,-8.41153429,269710.0,-2.0,1.08414486,0.25458899,625.2454310583089
"PVAP_(3s,3as,7as)-winelactone.tab","(3s,3as,7as)-winelactone",15.25093864,6097.10794281,-40.16395178,78.17826156,-12279.22585261,0.0,0.0,-8.47824276,260630.0,-2.0,1.07352289,0.25710802,613.5989354681354
"PVAP_(3s,4r)-(+)-trans-3,4-dimethylbutanolide.tab","(3s,4r)-(+)-trans-3,4-dimethylbutanolide",14.5377304,4926.10712629,-40.6721889,63.58118914,-9729.26985463,0.0,0.0,-6.60971755,188240.0,-2.0,1.04292858,0.1817372,537.2857444737465
"PVAP_(3s,4r)-(+)-whiskeylactone.tab","(3s,4r)-(+)-whiskeylactone",15.40831284,5793.22668398,-44.00665703,80.54391515,-12155.51177813,0.0,0.0,-8.78078857,255210.0,-2.0,0.97938956,0.26487361,580.9146830420626
"PVAP_(3s,4s)-(-)-3-methyl-4-decanolide.tab","(3s,4s)-(-)-3-methyl-4-decanolide",16.02979234,6454.81784854,-44.52099246,92.19097219,-13902.23431577,0.0,0.0,-10.26602149,312200.0,-2.0,0.95880631,0.31914488,610.1645051609474
"PVAP_(3s,4s)-(-)-whiskeylactone.tab","(3s,4s)-(-)-whiskeylactone",15.39530204,5765.72030632,-43.85202114,80.07048065,-12085.21356039,0.0,0.0,-8.71840711,254440.0,-2.0,0.98053997,0.26456284,578.8559148336448
"PVAP_(3s,4s)-jasmal.tab","(3s,4s)-jasmal",16.37022974,6434.46878597,-46.57211857,98.88623949,-14494.21831887,0.0,0.0,-11.12392114,347080.0,-2.0,1.00348282,0.35462255,594.098107164255
"PVAP_(3s,7r)-methyl_4,5-didehydrojasmonate.tab","(3s,7r)-methyl_4,5-didehydrojasmonate",16.46493246,7128.85547368,-46.40184729,99.25823781,-15175.70143529,0.0,0.0,-11.16676252,303590.0,-2.0,1.03587644,0.35632345,648.1657206752251
PVAP_(4-ethoxyphenyl)-urea.tab,(4-ethoxyphenyl)-urea,15.93967609,7367.74318662,-74.68170935,86.74006353,-13033.79985108,0.0,0.0,-9.72203143,-416780.0,-2.0,1.20481124,0.2483683,725.4652109468504
PVAP_(4-hydroxyphenyl)acetonitrile.tab,(4-hydroxyphenyl)acetonitrile,14.78840248,5455.99652158,-88.12566744,51.46806848,-7346.73307714,0.0,0.0,-5.18688832,-755500.0,-2.0,1.15083156,0.19211976,624.6015120602665
PVAP_(4-methoxyphenyl)(phenyl)methanone.tab,(4-methoxyphenyl)(phenyl)methanone,16.16180928,7440.7988999,-43.64354751,94.73737335,-15097.98605783,0.0,0.0,-10.59503188,284100.0,-2.0,1.16454188,0.30264377,688.2326496674382
PVAP_(4-nitrophenyl)hydrazine.tab,(4-nitrophenyl)hydrazine,15.3929698,7580.71949772,-57.41395118,82.03109291,-13582.27616025,0.0,0.0,-9.0547674,-88308.32897455,-2.0,1.36523749,0.18626344,760.9847313195284
"PVAP_(4r)-(-)-(2z,6z)-2,6-nonadien-4-olide.tab","(4r)-(-)-(2z,6z)-2,6-nonadien-4-olide",15.36036266,5921.74818353,-49.27572979,78.91343859,-12010.3565616,0.0,0.0,-8.58393405,163920.0,-2.0,1.02758665,0.24593498,600.5447605098268
"PVAP_(4r)-2,2-dimethyl-4-propyl-1,3-oxathiane.tab","(4r)-2,2-dimethyl-4-propyl-1,3-oxathiane",15.65812669,5428.2612359,-44.03706573,86.2219377,-12366.5387438,0.0,0.0,-9.50639975,330590.0,-2.0,1.00826277,0.28706827,535.7365913870991
"PVAP_(4r)-4,7-dimethyl-3-octenon.tab","(4r)-4,7-dimethyl-3-octenon",15.45781287,4617.90231395,-48.43858701,82.03772601,-11128.63595679,0.0,0.0,-8.97464066,301300.0,-2.0,0.82060318,0.31213455,474.46478409962486
PVAP_(4r)-4-methylhexan-1-ol.tab,(4r)-4-methylhexan-1-ol,14.42461565,3168.84055558,-115.59188979,48.58454214,-4152.4017919,0.0,0.0,-4.95177716,-838680.0,-2.0,0.81245189,0.23750087,438.7358092982726
PVAP_(4r)-4-methylhexanal.tab,(4r)-4-methylhexanal,14.73505127,3571.19273674,-53.57489999,67.91459453,-8711.00740664,0.0,0.0,-7.17674408,206900.0,-2.0,0.80900586,0.23437476,406.5740349196934
PVAP_(4r)-4-methylnonanoicacid.tab,(4r)-4-methylnonanoicacid,15.45403542,4571.98813746,-101.53111348,71.11024184,-7859.53942503,0.0,0.0,-7.81648585,-717070.0,-2.0,0.90063742,0.31761256,523.4685230762177
PVAP_(4r)-4-methyloctanoicacid.tab,(4r)-4-methyloctanoicacid,15.18972147,4276.00561271,-103.26866929,68.42316742,-7351.63761216,0.0,0.0,-7.48672314,-703510.0,-2.0,0.90779034,0.2894522,507.7572276874845
PVAP_(4r)-4-methyloxacyclopentadec-9-en-2-one.tab,(4r)-4-methyloxacyclopentadec-9-en-2-one,16.48030945,7274.00814458,-40.9233634,102.43711521,-15752.45139387,0.0,0.0,-11.5764437,405400.0,-2.0,0.96522378,0.41007901,654.1439578793766
"PVAP_(4r)-4-propyl-1,3-oxathiane.tab","(4r)-4-propyl-1,3-oxathiane",15.18253524,4829.66225237,-45.88944631,77.01529445,-10878.0379223,0.0,0.0,-8.33445346,266290.0,-2.0,1.05277501,0.23068231,503.06190680606295
PVAP_(4r)-delta-decathionolactone.tab,(4r)-delta-decathionolactone,16.3767734,7067.41938851,-42.71826378,98.82056782,-15161.2686431,0.0,0.0,-11.10848733,358610.0,-2.0,1.03855781,0.29789831,643.7690198139289
PVAP_(4r)-delta-hexathionolactone.tab,(4r)-delta-hexathionolactone,15.16911328,5856.51313549,-41.65324335,76.18925531,-11829.51696723,0.0,0.0,-8.2243115,238610.0,-2.0,1.15977259,0.18643074,596.7319271844673
PVAP_(4r)-delta-octathionolactone.tab,(4r)-delta-octathionolactone,15.72501055,6376.64520591,-42.15435538,86.7585704,-13344.61413668,0.0,0.0,-9.57185702,298210.0,-2.0,1.07903244,0.2435524,616.2815213347898
PVAP_(4r)-gamma-decathionolactone.tab,(4r)-gamma-decathionolactone,16.46562608,6983.45552565,-44.52216071,100.20811148,-15179.1553901,0.0,0.0,-11.2869719,350830.0,-2.0,1.02217616,0.3026725,633.9779613036995
PVAP_(4r)-gamma-hexathionolactone.tab,(4r)-gamma-hexathionolactone,15.18761437,5637.39814841,-43.84907098,76.55522039,-11622.97071982,0.0,0.0,-8.27405529,230410.0,-2.0,1.12628336,0.19197412,577.2248079933273
PVAP_(4r)-gamma-octathionolactone.tab,(4r)-gamma-octathionolactone,15.81085967,6283.5421417,-44.30104678,88.10146033,-13347.40171836,0.0,0.0,-9.74498221,288860.0,-2.0,1.06559604,0.24662342,605.7062079035034
PVAP_(4r)-solerone.tab,(4r)-solerone,14.87647791,5734.80793644,-44.99154832,69.73210312,-11021.28038232,0.0,0.0,-7.40499766,146430.0,-2.0,1.22312606,0.17394702,604.0407802423854
"PVAP_(4r,4as)-(+)-alpha-vetivone.tab","(4r,4as)-(+)-alpha-vetivone",16.14829971,6541.71345297,-41.82976506,95.24100065,-14334.84135376,0.0,0.0,-10.65312314,370320.0,-2.0,0.95608077,0.38271125,609.1959782837697
"PVAP_(4r,5r)-(+)-cis-aerangislactone.tab","(4r,5r)-(+)-cis-aerangislactone",15.9396647,6556.16410728,-42.11624668,90.38554774,-13867.10477906,0.0,0.0,-10.03050738,321000.0,-2.0,0.97347101,0.31433717,621.2145701734089
"PVAP_(4r,5r)-solerole.tab","(4r,5r)-solerole",14.21402365,5121.02034806,-76.08203042,57.48963801,-8378.511265,0.0,0.0,-5.97212249,-376100.0,-2.0,1.19284009,0.1811698,609.7612231863208
"PVAP_(4r,5s)-solerole.tab","(4r,5s)-solerole",14.15744883,5110.688669,-75.57366225,56.7519895,-8311.43532944,0.0,0.0,-5.87920912,-373980.0,-2.0,1.18906168,0.18174549,611.3349269736844
"PVAP_(4r,5s)-trans-aerangislactone.tab","(4r,5s)-trans-aerangislactone",15.95953693,6533.92145097,-43.07760797,90.65322555,-13854.10710504,0.0,0.0,-10.06595178,312220.0,-2.0,0.97413037,0.3141244,619.2000012086685
"PVAP_(4r,7r)-(+)-galaxolide.tab","(4r,7r)-(+)-galaxolide",16.73431194,7140.72898737,-41.61347302,106.53865349,-16007.28194655,0.0,0.0,-12.09347134,440670.0,-2.0,0.97862217,0.43845669,630.9780736359089
"PVAP_(4r,7s)-(+)-galaxolide.tab","(4r,7s)-(+)-galaxolide",16.74410202,7152.55451268,-41.66431319,106.72392867,-16035.57821546,0.0,0.0,-12.11721897,440950.0,-2.0,0.97704791,0.43916315,631.5283129612918
"PVAP_(4s)-(+)-(2z,6z)-2,6-nonadien-4-olide.tab","(4s)-(+)-(2z,6z)-2,6-nonadien-4-olide",15.35359582,5903.59448264,-49.41800621,78.7824985,-11977.99539122,0.0,0.0,-8.56747545,162250.0,-2.0,1.03021616,0.24530726,599.3434879142336
"PVAP_(4s)-2,2-dimethyl-4-propyl-1,3-oxathiane.tab","(4s)-2,2-dimethyl-4-propyl-1,3-oxathiane",15.65332916,5419.798878,-44.01666255,86.15525604,-12352.50611777,0.0,0.0,-9.49799324,330760.0,-2.0,1.00699126,0.28743075,535.1630919774677
PVAP_(4s)-4-methylhexan-1-ol.tab,(4s)-4-methylhexan-1-ol,14.44229847,3178.09985886,-116.02048515,49.43399152,-4207.60863833,0.0,0.0,-5.06931445,-844880.0,-2.0,0.81221943,0.23756884,439.525278033726
PVAP_(4s)-4-methylhexanal.tab,(4s)-4-methylhexanal,14.71688605,3581.75147434,-52.66384162,67.59179822,-8702.32724231,0.0,0.0,-7.13421329,210850.0,-2.0,0.80969522,0.23417522,407.34351877705
PVAP_(4s)-4-methylnonanoicacid.tab,(4s)-4-methylnonanoicacid,15.43184409,4561.61223608,-101.61719937,70.40889909,-7779.22425538,0.0,0.0,-7.7254316,-722970.0,-2.0,0.90262756,0.31691228,523.460971562785
PVAP_(4s)-4-methyloctanoicacid.tab,(4s)-4-methyloctanoicacid,15.16639274,4258.94286616,-103.31962324,68.12791194,-7310.92512345,0.0,0.0,-7.44970048,-702970.0,-2.0,0.9046222,0.29046592,507.0851536592805
PVAP_(4s)-4-methyloxacyclopentadec-9-en-2-one.tab,(4s)-4-methyloxacyclopentadec-9-en-2-one,16.48548813,7360.91125597,-40.19403439,102.14868384,-15819.25616473,0.0,0.0,-11.53567831,407940.0,-2.0,0.96104333,0.41186282,660.4700215445154
"PVAP_(4s)-4-propyl-1,3-oxathiane.tab","(4s)-4-propyl-1,3-oxathiane",15.17625129,4805.54436012,-46.34232145,76.85919383,-10833.29113782,0.0,0.0,-8.31507582,261900.0,-2.0,1.04987545,0.23131941,501.5025440095251
PVAP_(4s)-delta-decathionolactone.tab,(4s)-delta-decathionolactone,16.34942963,7059.78544138,-42.80967616,98.38786236,-15110.71991316,0.0,0.0,-11.05428884,353890.0,-2.0,1.03730378,0.29825845,644.6106644107736
PVAP_(4s)-delta-hexathionolactone.tab,(4s)-delta-hexathionolactone,15.17065132,5858.31204829,-41.61840848,76.20843279,-11833.64562183,0.0,0.0,-8.22660426,239090.0,-2.0,1.15864775,0.18661173,596.7866631147316
PVAP_(4s)-delta-octathionolactone.tab,(4s)-delta-octathionolactone,15.71596439,6382.17371574,-41.99675594,86.60224906,-13337.60637161,0.0,0.0,-9.55174521,298480.0,-2.0,1.08035437,0.24325439,617.0900880813791
PVAP_(4s)-gamma-decathionolactone.tab,(4s)-gamma-decathionolactone,16.46723651,6979.42866087,-44.55648447,100.21946766,-15175.68015945,0.0,0.0,-11.2883395,350700.0,-2.0,1.02268137,0.30252298,633.5923185956462
PVAP_(4s)-gamma-hexathionolactone.tab,(4s)-gamma-hexathionolactone,15.19123712,5638.52625021,-43.82290332,76.62396407,-11631.17347664,0.0,0.0,-8.28273586,231280.0,-2.0,1.12142098,0.19280651,577.1225793802289
PVAP_(4s)-gamma-octathionolactone.tab,(4s)-gamma-octathionolactone,15.8065722,6274.74719324,-44.30278557,88.01324917,-13330.48927216,0.0,0.0,-9.73365657,288610.0,-2.0,1.06442924,0.24689376,605.1369952990842
PVAP_(4s)-solerone.tab,(4s)-solerone,14.87823835,5735.04801747,-45.03658304,69.84800984,-11032.33109746,0.0,0.0,-7.42043715,146960.0,-2.0,1.22211241,0.17409129,604.0132907443761
"PVAP_(4s,4ar)-(-)-alpha-vetivone.tab","(4s,4ar)-(-)-alpha-vetivone",16.15036623,6541.53820856,-41.8104041,95.29009047,-14339.81856003,0.0,0.0,-10.65938725,371030.0,-2.0,0.95536531,0.38299785,609.0597499830127
"PVAP_(4s,5r)-solerole.tab","(4s,5r)-solerole",14.18594557,5081.98047248,-76.17483111,57.20825182,-8311.13153106,0.0,0.0,-5.93875969,-375940.0,-2.0,1.19374922,0.18103183,607.3397927900475
"PVAP_(4s,5r)-trans-aerangislactone.tab","(4s,5r)-trans-aerangislactone",15.97543834,6553.91369319,-42.82176461,90.994276,-13910.92930865,0.0,0.0,-10.10910091,317430.0,-2.0,0.97656474,0.31334136,619.8978413512164
"PVAP_(4s,5s)-(-)-cis-aerangislactone.tab","(4s,5s)-(-)-cis-aerangislactone",15.93945428,6559.74578554,-42.06906908,90.37012317,-13869.82415999,0.0,0.0,-10.0283696,321260.0,-2.0,0.97352648,0.31431926,621.4945273239399
"PVAP_(4s,5s)-solerole.tab","(4s,5s)-solerole",14.34074822,5119.7244846,-76.87398914,59.05457661,-8490.40882531,0.0,0.0,-6.17006167,-377230.0,-2.0,1.19179956,0.18132798,603.4637777464886
"PVAP_(4s,7r)-(-)-galaxolide.tab","(4s,7r)-(-)-galaxolide",16.74086737,7149.2102472,-41.63345209,106.66196847,-16026.9649239,0.0,0.0,-12.1092385,441020.0,-2.0,0.97734994,0.43902744,631.3789731777309
PVAP_(5r)-(+)-10-demethyl-beta-vetivone.tab,(5r)-(+)-10-demethyl-beta-vetivone,16.01242754,6761.3494164,-40.77660342,92.28409361,-14273.18199267,0.0,0.0,-10.27357418,343880.0,-2.0,1.00026446,0.33917385,634.1848373990248
"PVAP_(5r,10r)-(-)-6-demethyl-beta-vetivone.tab","(5r,10r)-(-)-6-demethyl-beta-vetivone",15.99737848,6610.2182691,-40.84506237,92.41417462,-14142.27161433,0.0,0.0,-10.29234712,353040.0,-2.0,0.98263779,0.34525799,621.7565615756067
"PVAP_(5r,8r,9s,10r,13s)-8b,13,13,20-diepoxy-15,16-dinorlabdane.tab","(5r,8r,9s,10r,13s)-8b,13,13,20-diepoxy-15,16-dinorlabdane",16.58906164,7382.98699027,-39.65760244,104.36726839,-16067.01858515,0.0,0.0,-11.8182225,434590.0,-2.0,1.03291343,0.44761356,656.4109612955908
"PVAP_(5r,8s,9s,10r,13r)-8a,13,13,20-diepoxy-15,16-dinorlabdane.tab","(5r,8s,9s,10r,13r)-8a,13,13,20-diepoxy-15,16-dinorlabdane",16.60182014,7519.43311859,-39.21635294,104.57524255,-16225.63604586,0.0,0.0,-11.84411634,435120.0,-2.0,1.04300792,0.44328145,666.6992499458725
PVAP_(5s)-(-)-10-demethyl-beta-vetivone.tab,(5s)-(-)-10-demethyl-beta-vetivone,16.03312716,6793.61213031,-40.73953888,92.67062206,-14342.07180596,0.0,0.0,-10.32277164,346010.0,-2.0,0.99788955,0.33998107,635.8980794334288
PVAP_(5s)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one.tab,(5s)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,15.20221624,5098.18164429,-43.06441354,77.52698093,-11223.92723795,0.0,0.0,-8.39672752,282520.0,-2.0,0.92926599,0.27203313,524.7573434205221
PVAP_(5s)-undecavertol.tab,(5s)-undecavertol,15.15402561,4308.28473106,-94.07965222,44.96879556,-5560.73034469,0.0,0.0,-4.25870659,-715590.0,-2.0,0.82232183,0.34387743,503.0024407907135
"PVAP_(5s,10s)-(+)-6-demethyl-beta-vetivone.tab","(5s,10s)-(+)-6-demethyl-beta-vetivone",15.99349008,6603.56475515,-40.8964474,92.35068936,-14128.98994477,0.0,0.0,-10.2844204,352210.0,-2.0,0.98309079,0.3450989,621.4216048863468
"PVAP_(5s,10s)-(+)-beta-vetivone.tab","(5s,10s)-(+)-beta-vetivone",16.19159973,6987.41532951,-40.24546051,95.81739553,-14842.29973633,0.0,0.0,-10.72364692,370260.0,-2.0,0.97099798,0.37338429,644.0002686104423
"PVAP_(5s,8r,9r,10s,13s)-8a,13,13,20-diepoxy-15,16-dinorlabdane.tab","(5s,8r,9r,10s,13s)-8a,13,13,20-diepoxy-15,16-dinorlabdane",16.60331391,7520.62086585,-39.22864895,104.60289539,-16229.24923554,0.0,0.0,-11.84765966,435140.0,-2.0,1.04127134,0.44402073,666.7324414531975
"PVAP_(5s,8s,9r,10s,13r)-8b,13,13,20-diepoxy-15,16-dinorlabdane.tab","(5s,8s,9r,10s,13r)-8b,13,13,20-diepoxy-15,16-dinorlabdane",16.58907191,7385.15041381,-39.64860806,104.36818277,-16069.34617346,0.0,0.0,-11.81833396,434600.0,-2.0,1.03315276,0.44750987,656.5821637714665
"PVAP_(6r)-(+)-6,7-epoxygeraniol.tab","(6r)-(+)-6,7-epoxygeraniol",15.1266979,5026.55922362,-93.1705326,61.33737398,-7695.18174369,0.0,0.0,-6.49685139,-707130.0,-2.0,0.96745799,0.29221556,571.5093944471298
"PVAP_(6r)-(-)-8,9-dehydrotheaspirone.tab","(6r)-(-)-8,9-dehydrotheaspirone",15.73525227,6495.47209465,-40.99277518,87.14722007,-13517.22438033,0.0,0.0,-9.62054207,309650.0,-2.0,1.03538464,0.33083299,625.2798458774124
"PVAP_(6r)-2,6-dimethylocta-3,7-diene-2,6-diol.tab","(6r)-2,6-dimethylocta-3,7-diene-2,6-diol",14.95159144,4630.50276248,-104.60310378,46.21130228,-5167.96630283,0.0,0.0,-4.58009561,-1050100.0,-2.0,0.90709989,0.31165948,552.719529656069
PVAP_(6r)-6-methyloctanal.tab,(6r)-6-methyloctanal,15.41464669,4338.07368051,-51.81157561,80.61842869,-10675.13548767,0.0,0.0,-8.79453824,275650.0,-2.0,0.81782393,0.28880817,453.6222189823037
"PVAP_(6s)-(+)-8,9-dehydrotheaspirone.tab","(6s)-(+)-8,9-dehydrotheaspirone",15.7223432,6482.69624437,-41.04445248,86.89552001,-13479.65905603,0.0,0.0,-9.58855062,307440.0,-2.0,1.04154733,0.32887549,624.8602296923276
"PVAP_(6s)-(-)-6,7-epoxygeraniol.tab","(6s)-(-)-6,7-epoxygeraniol",15.32422655,5181.61888373,-90.71165599,70.57374529,-8871.88449005,0.0,0.0,-7.6952209,-593190.0,-2.0,0.96606454,0.29263706,574.7085258473894
"PVAP_(6s)-2,6-dimethylocta-3,7-diene-2,6-diol.tab","(6s)-2,6-dimethylocta-3,7-diene-2,6-diol",14.93108544,4622.56829989,-104.06748779,44.15473298,-5005.68984429,0.0,0.0,-4.2986146,-1050300.0,-2.0,0.9077863,0.31142383,552.3055701168857
PVAP_(6s)-6-methyloctanal.tab,(6s)-6-methyloctanal,15.41149796,4356.59852551,-51.34903436,80.58021625,-10696.27783611,0.0,0.0,-8.78896757,278520.0,-2.0,0.81595687,0.28946902,454.99324912834624
PVAP_(8r)-8-methyldecanal.tab,(8r)-8-methyldecanal,16.11690989,5107.94257842,-50.91515606,93.63199157,-12663.62137838,0.0,0.0,-10.45197731,342540.0,-2.0,0.82306759,0.34356585,495.1390547145585
PVAP_(8s)-8-methyldecanal.tab,(8s)-8-methyldecanal,16.1208411,5111.68737579,-50.90709986,93.70717983,-12674.56149042,0.0,0.0,-10.46155026,343030.0,-2.0,0.81887161,0.34532631,495.30473974994544
PVAP_(aminoiminomethyl)-urea.tab,(aminoiminomethyl)-urea,15.82262597,7319.76536013,-76.94635759,102.79055335,-14458.24283685,0.0,0.0,-11.91982653,-328230.0,-2.0,1.38513245,0.12239526,730.2464357326062
PVAP_(bromomethyl)chlorodimethylsilane.tab,(bromomethyl)chlorodimethylsilane,15.21399226,3598.63402359,-53.25623586,73.92861685,-9309.41842838,0.0,0.0,-7.91877091,260900.0,-2.0,1.40208548,0.22210872,392.88909813661786
PVAP_(bromomethyl)trimethylsilane.tab,(bromomethyl)trimethylsilane,15.12533173,3236.6945099,-52.96860058,72.92066229,-8884.3195236,0.0,0.0,-7.79137687,284060.0,-2.0,1.16844418,0.23750348,361.01989536142383
PVAP_(butoxymethyl)benzene.tab,(butoxymethyl)benzene,15.67211296,5238.22979705,-45.91834259,86.33937816,-12168.75393491,0.0,0.0,-9.52277578,323530.0,-2.0,0.92608736,0.294503,519.8041895814865
PVAP_(c-chloroethoxy)ethene.tab,(c-chloroethoxy)ethene,14.37856476,3349.29712581,-59.63766682,60.70636746,-7718.53609854,0.0,0.0,-6.26699497,108950.0,-2.0,1.05388409,0.16788632,402.7952134200624
PVAP_(chlorodifluoromethyl)trimethyl-silane.tab,(chlorodifluoromethyl)trimethyl-silane,14.67231047,2866.65531491,-53.12582259,64.80765143,-7757.61207724,0.0,0.0,-6.75990542,240080.0,-2.0,1.03879869,0.25360527,338.25231831293286
PVAP_(chloromethoxy)difluoro-methane.tab,(chloromethoxy)difluoro-methane,13.78389122,2789.80461024,-50.03108501,49.90782417,-6284.13087483,0.0,0.0,-4.87466031,131900.0,-2.0,1.40816852,0.13737292,354.41021782290306
PVAP_(chloromethyl)-benzene.tab,(chloromethyl)-benzene,14.75722788,4272.92093959,-49.25369924,68.70042355,-9499.34089098,0.0,0.0,-7.27787212,197210.0,-2.0,1.09459433,0.19203293,470.6922349844602
PVAP_(chloromethyl)-oxirane.tab,(chloromethyl)-oxirane,14.23730034,3425.44153284,-57.80041802,58.30839695,-7580.46050934,0.0,0.0,-5.96196687,95201.19571818,-2.0,1.18641369,0.12950026,413.9136548359856
PVAP_(chloromethyl)cyclopropane.tab,(chloromethyl)cyclopropane,14.12774166,3197.54980801,-50.60259495,57.37170075,-7385.97656046,0.0,0.0,-5.83468434,165030.0,-2.0,0.98706236,0.15233591,386.8537731613443
PVAP_(chloromethyl)dimethylphenylsilane.tab,(chloromethyl)dimethylphenylsilane,15.89999899,4835.34342355,-48.6099873,87.37328797,-11830.8404677,0.0,0.0,-9.63337656,330760.0,-2.0,1.00427472,0.30546066,477.2118889850886
PVAP_(chloromethyl)trimethylsilane.tab,(chloromethyl)trimethylsilane,14.93497798,3013.92525892,-54.87029704,69.31593108,-8307.15039468,0.0,0.0,-7.3339777,256030.0,-2.0,0.87108138,0.23384395,347.0122981616373
PVAP_(di)nitrogenoxide.tab,(di)nitrogenoxide,12.28868739,1259.83431493,-50.16905994,24.65848081,-2433.13693659,0.0,0.0,-1.6723633,21254.0703148,-2.0,1.48382922,0.12087361,214.41627450253407
PVAP_(dichloromethyl)-benzene.tab,(dichloromethyl)-benzene,15.15501103,4733.76631114,-46.42260411,76.63579501,-10744.42770712,0.0,0.0,-8.28744952,264200.0,-2.0,1.24836589,0.21419669,495.6881482565324
PVAP_(dichloromethyl)dimethylchlorosilane.tab,(dichloromethyl)dimethylchlorosilane,15.45109656,3791.86017749,-53.89671174,78.81728055,-9952.46515524,0.0,0.0,-8.54653387,283330.0,-2.0,1.22781297,0.24010224,403.932989821222
PVAP_(dichloromethyl)trimethylsilane.tab,(dichloromethyl)trimethylsilane,15.28066886,3472.53131061,-53.2333111,75.83254384,-9380.30622431,0.0,0.0,-8.16418672,288880.0,-2.0,1.02288009,0.25505902,378.9153579226025
PVAP_(difluoromethoxy)-ethane.tab,(difluoromethoxy)-ethane,13.41265974,2234.28580161,-56.56425647,43.97500408,-5142.67497297,0.0,0.0,-4.13080396,86564.16017275,-2.0,1.07348518,0.14861722,310.62416480574433
PVAP_(difluoromethoxy)pentafluoro-ethane.tab,(difluoromethoxy)pentafluoro-ethane,13.59301986,2173.31133369,-49.61128882,47.96973714,-5535.04384891,0.0,0.0,-4.63406792,164180.0,-2.0,1.55633533,0.19848399,291.77142313649733
