Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,Compound 2,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.97640286,2.3616e-05,0.02357353,0.02999491,0.95972755,0.01027754
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96722844,2.9983e-05,0.03274158,0.03120017,0.95463689,0.01416294
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95727242,3.8402e-05,0.04268918,0.03247793,0.94918577,0.0183363
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99932047,1.1524e-05,0.000668,0.0297277,0.96992329,0.00034902
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99864704,1.1769e-05,0.00134119,0.0298474,0.96945281,0.0006998
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.99728439,1.2277e-05,0.00270333,0.03008834,0.96850492,0.00140674
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99306661,1.3966e-05,0.00691942,0.0308236,0.96560391,0.00357249
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98557706,1.7433e-05,0.0144055,0.03209162,0.96056461,0.00734377
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.9774583,2.1958e-05,0.02251974,0.03342146,0.9552376,0.01134095
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96863692,2.7916e-05,0.03133516,0.03481421,0.94959239,0.01559339
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95902833,3.5839e-05,0.04093583,0.03627684,0.94358696,0.0201362
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99884943,0.00065956,0.00049102,0.26570424,0.73371835,0.00057742
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99834818,0.00066616,0.00098566,0.26600055,0.73284048,0.00115897
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99733434,0.00067966,0.00198601,0.26659778,0.73106757,0.00233465
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99419869,0.0007227,0.00507862,0.26842539,0.72560913,0.00596548
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.98863567,0.00080398,0.01056036,0.27160801,0.71600628,0.01238571
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98260398,0.00089955,0.01649647,0.27496507,0.70572281,0.01931213
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97603947,0.00101284,0.02294769,0.27850379,0.69469266,0.02680355
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.96886687,0.00114826,0.02998488,0.28225154,0.68281951,0.03492895
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99897262,0.00058377,0.00044361,0.25742703,0.7419752,0.00059777
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99852004,0.00058931,0.00089065,0.25773393,0.74106636,0.00119971
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99760414,0.00060063,0.00179523,0.25835217,0.73923155,0.00241629
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99476728,0.00063673,0.00459599,0.26024301,0.73358637,0.00617062
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.9897186,0.00070492,0.00957647,0.26352424,0.72367701,0.01279875
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98422122,0.00078521,0.01499357,0.26697224,0.71309344,0.01993432
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97820996,0.00088059,0.02090945,0.27059431,0.70177147,0.02763422
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.97160792,0.00099492,0.02739716,0.2744178,0.6896174,0.0359648
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99906191,0.0005328,0.00040529,0.25189356,0.74749168,0.00061476
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99864857,0.00053761,0.00081382,0.25221247,0.74655378,0.00123374
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99781176,0.00054744,0.0016408,0.2528547,0.74466075,0.00248455
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99521707,0.00057878,0.00420415,0.25481736,0.7388399,0.00634274
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.9905885,0.00063799,0.00877351,0.25821753,0.72863481,0.01314766
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98553159,0.00070775,0.01376067,0.26177663,0.71775959,0.02046378
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97998171,0.00079067,0.01922761,0.26552026,0.70613214,0.02834759
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.97386012,0.0008903,0.02524959,0.26945726,0.69367956,0.03686317
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.9985094,0.00094581,0.00054478,0.06827102,0.93125186,0.00047711
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99795131,0.00095571,0.00109298,0.06860877,0.9304334,0.00095783
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99682436,0.00097593,0.00219971,0.06929225,0.92877753,0.00193023
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99335502,0.00104018,0.0056048,0.07140927,0.92365205,0.00493868
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98726181,0.00116052,0.01157767,0.07518793,0.91453,0.01028207
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98074721,0.00130026,0.01795252,0.0793158,0.90459709,0.0160871
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97376952,0.00146336,0.02476713,0.08385254,0.89372594,0.02242152
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.96628157,0.0016547,0.03206373,0.08886804,0.88176569,0.02936627
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.99870445,0.00079355,0.000502,0.07309173,0.92639262,0.00051565
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99819105,0.00080169,0.00100726,0.07345874,0.92550627,0.00103499
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99715401,0.00081834,0.00202765,0.07420106,0.92371403,0.0020849
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99395871,0.00087126,0.00517003,0.07649723,0.91817477,0.005328
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98833657,0.00097051,0.01069292,0.08058353,0.90834728,0.01106919
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98231091,0.00108598,0.01660311,0.08502955,0.89769077,0.01727968
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97583943,0.00122107,0.0229395,0.08989328,0.88608106,0.02402567
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.96887362,0.00138004,0.02974633,0.09524175,0.87337274,0.03138551
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.99884046,0.00069392,0.00046562,0.07843469,0.92101744,0.00054787
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99836476,0.00070088,0.00093435,0.07882658,0.92007392,0.0010995
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99740359,0.00071512,0.00188129,0.07961895,0.91816684,0.00221421
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99443983,0.00076038,0.00479979,0.08207335,0.91227313,0.00565352
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98921569,0.00084536,0.00993895,0.08641656,0.9018567,0.01172674
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98360365,0.00094436,0.01545198,0.09113413,0.89059035,0.01827552
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97756049,0.00106041,0.0213791,0.09627666,0.87835884,0.0253645
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.97103629,0.00119731,0.0277664,0.10190929,0.86502087,0.03306984
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.9915306,0.00811424,0.00035516,0.17155073,0.82781206,0.00063721
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99112947,0.00815824,0.00071228,0.17232321,0.82639805,0.00127874
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99031999,0.00824752,0.00143249,0.17388339,0.82354162,0.00257499
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98783167,0.00852589,0.00364243,0.17869729,0.81473062,0.00657209
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98346806,0.00902908,0.00750286,0.18715483,0.79922923,0.01361594
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97880021,0.00958891,0.01161088,0.19620607,0.78261603,0.0211779
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97378126,0.01021623,0.01600251,0.20591724,0.76477298,0.02930978
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.96835016,0.0109259,0.02072394,0.21634026,0.74559154,0.03806819
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99334281,0.0063325,0.00032469,0.17234382,0.82699914,0.00065704
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99298315,0.00636566,0.00065119,0.17312628,0.82555531,0.00131841
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99225714,0.0064331,0.00130976,0.17469218,0.82265361,0.00265421
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99002492,0.00664345,0.00333163,0.17951445,0.81371624,0.00676931
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98610962,0.00702342,0.00686696,0.18799957,0.79799254,0.01400789
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98192027,0.00744592,0.01063381,0.19709155,0.78114583,0.02176262
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97741328,0.00791955,0.01466717,0.20684122,0.76307343,0.03008535
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97253496,0.00845507,0.01900997,0.21733052,0.74363524,0.03903424
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99448541,0.00521386,0.00030073,0.17451169,0.82481637,0.00067194
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99415628,0.00524053,0.00060319,0.17528691,0.82336493,0.00134816
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.993492,0.00529464,0.00121336,0.17685251,0.82043389,0.0027136
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99144922,0.00546337,0.00308741,0.18168188,0.81140109,0.00691703
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98786409,0.00576832,0.00636759,0.19016903,0.79553017,0.0143008
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98402499,0.00610759,0.00986742,0.19926311,0.77853837,0.02219852
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97989222,0.0064879,0.01361988,0.20903512,0.76030186,0.03066303
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97541663,0.00691781,0.01766555,0.21957592,0.74067051,0.03975358
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99926076,5.9257e-05,0.00067998,0.03398002,0.96568002,0.00033996
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99857503,6.0283e-05,0.00136468,0.03411699,0.96520084,0.00068217
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.9971892,6.2401e-05,0.0027484,0.0343934,0.96423314,0.00137347
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99291344,6.931e-05,0.00701725,0.03524287,0.96125245,0.00350468
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98537001,8.2972e-05,0.01454702,0.03673456,0.95600126,0.00726418
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.9772573,9.9967e-05,0.02264273,0.0383222,0.9503639,0.0113139
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.96851405,0.00012125,0.0313647,0.04002661,0.94427663,0.01569676
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.95906768,0.00014811,0.04078421,0.04185845,0.93767963,0.02046192
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99930914,5.1699e-05,0.00063916,0.03717738,0.96244286,0.00037976
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99866446,5.2589e-05,0.00128295,0.03733675,0.96190138,0.00076187
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.99736099,5.4427e-05,0.00258458,0.03765812,0.9608086,0.00153328
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99333439,6.0431e-05,0.00660518,0.03864368,0.95744905,0.00390727
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98621254,7.2335e-05,0.01371512,0.04036706,0.95155357,0.00807937
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.97852769,8.7204e-05,0.02138511,0.04219091,0.94525812,0.01255097
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.97021675,0.00010591,0.02967734,0.04413893,0.93849668,0.01736439
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.96120569,0.00012965,0.03866466,0.04622616,0.93120506,0.02256878
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99935056,4.7073e-05,0.00060237,0.0408246,0.9587599,0.0004155
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99874286,4.7874e-05,0.00120927,0.04100539,0.95816116,0.00083345
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.99751364,4.9528e-05,0.00243683,0.04136973,0.95695343,0.00167684
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99371225,5.4934e-05,0.00623282,0.04248991,0.95324071,0.00426938
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98697199,6.5677e-05,0.01296233,0.04443101,0.94675607,0.00881292
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.97967645,7.9128e-05,0.02024442,0.0464869,0.93984718,0.01366591
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.97175851,9.6122e-05,0.02814537,0.04866624,0.93246599,0.01886777
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.9631439,0.00011777,0.03673833,0.05099881,0.92453224,0.02446895
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-octanone,lacticacid,0.99914374,0.00023288,0.00062338,0.0458271,0.95377456,0.00039834
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-octanone,lacticacid,0.99851298,0.00023611,0.00125092,0.04603783,0.95316263,0.00079955
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-octanone,lacticacid,0.99723869,0.00024273,0.00251858,0.04646353,0.95192574,0.00161073
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-octanone,lacticacid,0.9933108,0.00026406,0.00642513,0.04777583,0.94810703,0.00411715
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-octanone,lacticacid,0.98639408,0.0003051,0.01330082,0.05009483,0.9413474,0.00855777
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-octanone,lacticacid,0.97897264,0.00035441,0.02067295,0.0525897,0.93404349,0.0133668
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-octanone,lacticacid,0.97099391,0.00041401,0.02859208,0.05530108,0.92609941,0.01859951
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-octanone,lacticacid,0.96239726,0.0004865,0.03711623,0.05826357,0.91741474,0.02432169
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-octanone,lacticacid,0.9992195,0.00019912,0.00058139,0.04955732,0.95000444,0.00043823
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-octanone,lacticacid,0.99863135,0.00020185,0.0011668,0.04979431,0.94932624,0.00087944
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-octanone,lacticacid,0.99744267,0.00020746,0.00234986,0.05027276,0.94795629,0.00177095
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-octanone,lacticacid,0.99377472,0.00022555,0.00599972,0.05174516,0.94373392,0.00452092
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-octanone,lacticacid,0.9873012,0.00026043,0.01243838,0.05433868,0.93628534,0.00937598
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-octanone,lacticacid,0.98033519,0.00030246,0.01936235,0.05712287,0.92826678,0.01461035
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-octanone,lacticacid,0.97282147,0.00035347,0.02682506,0.06012647,0.91959647,0.02027706
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-octanone,lacticacid,0.96469979,0.00041579,0.03488442,0.06339947,0.91015758,0.02644295
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-octanone,lacticacid,0.99927804,0.00017752,0.00054444,0.05378825,0.94573867,0.00047308
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-octanone,lacticacid,0.99872729,0.00017992,0.00109278,0.05404921,0.94500156,0.00094923
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-octanone,lacticacid,0.9976138,0.00018485,0.00220134,0.05457585,0.94351324,0.00191091
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-octanone,lacticacid,0.9941744,0.00020075,0.00562485,0.05619485,0.9389314,0.00487375
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-octanone,lacticacid,0.98809146,0.00023145,0.01167709,0.0590413,0.93086733,0.01009137
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-octanone,lacticacid,0.98152748,0.00026853,0.018204,0.06208948,0.92221272,0.01569781
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-octanone,lacticacid,0.97442685,0.00031365,0.0252595,0.06537374,0.91287986,0.02174641
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-octanone,lacticacid,0.96672561,0.00036898,0.0329054,0.06893071,0.90276848,0.02830081
20.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanol,lacticacid,0.99933533,4.4581e-05,0.00062009,0.17199678,0.82754546,0.00045776
20.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanol,lacticacid,0.9987098,4.5326e-05,0.00124488,0.17213482,0.8269466,0.00091858
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanol,lacticacid,0.99744439,4.6863e-05,0.00250875,0.17241274,0.82573779,0.00184947
20.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanol,lacticacid,0.99352976,5.1885e-05,0.00641836,0.17326664,0.82201449,0.00471887
20.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanol,lacticacid,0.98658362,6.1849e-05,0.01335453,0.17473413,0.81549191,0.00977396
20.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanol,lacticacid,0.97905748,7.4305e-05,0.02086821,0.17627388,0.80852048,0.01520563
20.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanol,lacticacid,0.97088152,9.0011e-05,0.02902847,0.17788113,0.80105825,0.02106062
20.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanol,lacticacid,0.96197654,0.00010998,0.03791348,0.17956843,0.7930358,0.02739577
30.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanol,lacticacid,0.99939011,4.0759e-05,0.00056913,0.16865236,0.83085633,0.00049131
30.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanol,lacticacid,0.99881579,4.1412e-05,0.0011428,0.16881418,0.83020004,0.00098578
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanol,lacticacid,0.99765328,4.2761e-05,0.00230395,0.16913988,0.82887579,0.00198432
30.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanol,lacticacid,0.99405112,4.7166e-05,0.00590171,0.17013839,0.82480236,0.00505926
30.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanol,lacticacid,0.98763756,5.5903e-05,0.01230654,0.17185291,0.81768199,0.0104651
30.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanol,lacticacid,0.98065676,6.6835e-05,0.01927641,0.1736407,0.81010309,0.01625621
30.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanol,lacticacid,0.97303712,8.0639e-05,0.02688224,0.17551064,0.80201103,0.02247834
30.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanol,lacticacid,0.96469493,9.8247e-05,0.03520682,0.17745935,0.79335606,0.02918459
40.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanol,lacticacid,0.9994349,3.8522e-05,0.00052658,0.16662639,0.832854,0.00051961
40.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanol,lacticacid,0.99890336,3.9116e-05,0.00105752,0.16680841,0.83214909,0.0010425
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanol,lacticacid,0.99782695,4.0341e-05,0.00213271,0.16717474,0.83072703,0.00209822
40.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanol,lacticacid,0.99448718,4.4339e-05,0.00546849,0.16829702,0.8263555,0.00534747
40.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanol,lacticacid,0.98852417,5.2265e-05,0.01142356,0.17022423,0.81872294,0.01105282
40.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanol,lacticacid,0.98200921,6.2181e-05,0.01792861,0.1722322,0.81061391,0.01715389
40.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanol,lacticacid,0.97486852,7.4712e-05,0.02505676,0.1743291,0.80197595,0.02369494
40.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanol,lacticacid,0.96701525,9.0727e-05,0.03289402,0.17651073,0.79276239,0.03072688
20.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanone,lacticacid,0.99925111,5.4903e-05,0.00069399,0.03010246,0.96957281,0.00032474
20.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanone,lacticacid,0.99855139,5.5874e-05,0.00139274,0.03022946,0.96911888,0.00065165
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanone,lacticacid,0.99713742,5.7879e-05,0.0028047,0.03048559,0.96820225,0.00131216
20.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanone,lacticacid,0.99277624,6.4424e-05,0.00715934,0.03127648,0.96537413,0.0033494
20.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanone,lacticacid,0.98508509,7.7396e-05,0.01483751,0.03265168,0.96040369,0.00694463
20.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanone,lacticacid,0.97681849,9.3564e-05,0.02308794,0.03412012,0.95505927,0.01082061
20.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanone,lacticacid,0.96791227,0.00011387,0.03197386,0.03568692,0.94929661,0.01501647
20.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanone,lacticacid,0.95829604,0.00013954,0.04156442,0.03737746,0.94303962,0.01958293
30.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanone,lacticacid,0.99929816,4.8061e-05,0.00065377,0.03320214,0.96643357,0.00036428
30.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanone,lacticacid,0.99863886,4.8908e-05,0.00131223,0.03335131,0.96591784,0.00073085
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanone,lacticacid,0.99730598,5.0657e-05,0.00264336,0.03365194,0.96487711,0.00147095
30.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanone,lacticacid,0.9931897,5.6378e-05,0.00675392,0.03457273,0.96167814,0.00374913
30.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanone,lacticacid,0.98591285,6.7746e-05,0.0140194,0.0361789,0.95606682,0.00775428
30.0,0.9669,0,0.0331,0,1.0,0,h2o,5-nonanone,lacticacid,0.97806523,8.1982e-05,0.02185278,0.03787629,0.95007517,0.01204854
30.0,0.9543,0,0.0457,0,1.0,0,h2o,5-nonanone,lacticacid,0.96958269,9.9941e-05,0.03031736,0.03968602,0.94364149,0.01667249
30.0,0.9407,0,0.0593,0,1.0,0,h2o,5-nonanone,lacticacid,0.96038988,0.00012279,0.03948733,0.04161966,0.93670729,0.02167305
40.0,0.999,0,0.0010033,0,1.0,0,h2o,5-nonanone,lacticacid,0.99933885,4.3896e-05,0.00061726,0.03674575,0.96285416,0.00040009
40.0,0.998,0,0.0020129,0,1.0,0,h2o,5-nonanone,lacticacid,0.99871623,4.4662e-05,0.00123911,0.03691631,0.96228114,0.00080255
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,5-nonanone,lacticacid,0.99745698,4.6244e-05,0.00249677,0.03725985,0.9611254,0.00161475
40.0,0.9897,0,0.0103,0,1.0,0,h2o,5-nonanone,lacticacid,0.99356362,5.1423e-05,0.00638495,0.0383106,0.95757788,0.00411151
40.0,0.9787,0,0.0213,0,1.0,0,h2o,5-nonanone,lacticacid,0.98666438,6.1734e-05,0.01327388,0.04013852,0.95137291,0.00848858
